Rank,Movie_name,URL,Release_Year,IMDB_Rating,Metascore,Reviewer_count,Censor_Board_Rating,Movie_Length,Genre_1,Genre_2,Genre_3,Genre_4,Release_Date,Story_Summary,Director,Writer_1,Writer_2,Writer_3,Star_1,Star_2,Star_3,Star_4,Star_5,Plot_Keywords,Budget,Gross_USA,Cum_Worldwide_Gross,Production_Company
205,Pulp Fiction,https://www.imdb.com/title/tt0110912/,1994,8.9,94,"1,768,186",18,2h 34min,Crime,Drama, , ,November 1994 (Israel),"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",Quentin Tarantino,Quentin Tarantino(stories),Roger Avary(stories), ,John Travolta,Uma Thurman,Samuel L. Jackson, , ,nonlinear timeline|overdose|drug overdose|bondage|drug use,"$8,000,000(estimated)","$107,928,762","$222,831,519","Miramax,A Band Apart,Jersey Films"
206,Forrest Gump,https://www.imdb.com/title/tt0109830/,1994,8.8,82,"1,741,909",PG,2h 22min,Drama,Romance, , ,30 September 1994 (Israel),"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",Robert Zemeckis,Winston Groom(novel),Eric Roth(screenplay), ,Tom Hanks,Robin Wright,Gary Sinise, , ,vietnam war|amputee|war hero|based on book|based on novel,"$55,000,000(estimated)","$330,455,270","$683,089,684",Paramount Pictures
207,Léon,https://www.imdb.com/title/tt0110413/,1994,8.5,64,"1,000,058",PG,1h 50min,Action,Crime,Drama, ,14 September 1994 (France),"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",Luc Besson,Luc Besson, , ,Jean Reno,Gary Oldman,Natalie Portman, , ,hitman|girl|teenage girl|neo noir|older man young girl relationship,"FRF115,000,000(estimated)","$19,501,238","$19,552,639","Gaumont,Les Films du Dauphin,Columbia Pictures"
208,The Lion King,https://www.imdb.com/title/tt0110357/,1994,8.5,88,"910,591",G,1h 28min,Animation,Adventure,Drama, ,23 June 1994 (Israel),"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",Roger Allers,Irene Mecchi(screenplay by),Jonathan Roberts(screenplay by),27 more credits»,Matthew Broderick,Jeremy Irons,James Earl Jones, , ,africa|king|lion|prince|disney,"$45,000,000(estimated)","$422,783,777","$968,511,805","Walt Disney Pictures,Walt Disney Animation Studios"
209,Dumb and Dumber,https://www.imdb.com/title/tt0109686/,1994,7.3,41,"345,508",Not Rated,1h 47min,Comedy, , , ,16 December 1994 (USA),"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",Peter Farrelly,Peter Farrelly,Bennett Yellin, ,Jim Carrey,Jeff Daniels,Lauren Holly, , ,road trip|briefcase of money|kidnapping|slapstick comedy|friendship,"$17,000,000(estimated)","$127,175,374","$247,275,374","New Line Cinema,Motion Picture Corporation of America (MPCA)"
210,The Mask,https://www.imdb.com/title/tt0110475/,1994,6.9,56,"335,670",PG-13,1h 41min,Action,Comedy,Crime, ,29 July 1994 (USA),Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,Chuck Russell(as Charles Russell),Michael Fallon(story),Mark Verheiden(story), ,Jim Carrey,Cameron Diaz,Peter Riegert, , ,pantyhose|alter ego|super villain|camera shot of feet|female stockinged feet,"$23,000,000(estimated)","$119,938,730","$351,583,407","Dark Horse Entertainment,New Line Cinema"
211,Speed,https://www.imdb.com/title/tt0111257/,1994,7.2,78,"320,197",R,1h 56min,Action,Adventure,Thriller, ,10 June 1994 (USA),A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,Jan de Bont,Graham Yost, , ,Keanu Reeves,Dennis Hopper,Sandra Bullock, , ,bus|bomb|police|rescue|bomb squad,"$30,000,000(estimated)","$121,248,145","$350,448,145","The Mark Gordon Company,Twentieth Century Fox"
212,Interview with the Vampire: The Vampire Chronicles,https://www.imdb.com/title/tt0110148/,1994,7.6,59,"287,691",R,2h 3min,Drama,Horror, , ,11 November 1994 (USA),"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",Neil Jordan,Anne Rice(screenplay),Anne Rice(novel), ,Brad Pitt,Tom Cruise,Antonio Banderas, , ,vampire|gothic|betrayal|dark hero|immortality,"$60,000,000(estimated)","$105,264,608","$223,664,608",Geffen Pictures
213,Ace Ventura: Pet Detective,https://www.imdb.com/title/tt0109040/,1994,6.9,37,"270,670",PG-13,1h 26min,Comedy, , , ,4 February 1994 (USA),A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,Tom Shadyac,Jack Bernstein(story),Jack Bernstein(screenplay),2 more credits»,Jim Carrey,Courteney Cox,Sean Young, , ,stupidity|nudity|owner dog relationship|master dog relationship|1990s,"$15,000,000(estimated)","$72,217,396","$107,217,396",Morgan Creek Entertainment
214,True Lies,https://www.imdb.com/title/tt0111503/,1994,7.2,63,"231,394",R,2h 21min,Action,Comedy,Thriller, ,15 July 1994 (USA),"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.",James Cameron,"Claude Zidi(screenplay ""La Totale!"")","Simon Michaël(screenplay ""La Totale!"")",2 more credits»,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold, , ,secret agent|spy|secret mission|remake|tango,"$115,000,000(estimated)","$146,282,411","$378,882,411","Twentieth Century Fox,Lightstorm Entertainment"
215,Natural Born Killers,https://www.imdb.com/title/tt0110632/,1994,7.3,74,"211,210",16,1h 58min,Action,Crime,Drama, ,26 August 1994 (USA),Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,Oliver Stone,Quentin Tarantino(story),David Veloz(screenplay),2 more credits»,Woody Harrelson,Juliette Lewis,Tom Sizemore, , ,media|satire|controversy|woman on top|serial killer,"$34,000,000(estimated)","$50,282,766","$50,282,766","Warner Bros.,Regency Enterprises,Alcor Films"
216,Clerks,https://www.imdb.com/title/tt0109445/,1994,7.7,70,"208,517",16,1h 32min,Comedy, , , ,9 November 1994 (France),"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Kevin Smith,Kevin Smith, , ,Brian O'Halloran,Jeff Anderson,Marilyn Ghigliotti, , ,friendship|low budget film|friend|convenience store|stupidity,"$27,000(estimated)","$3,151,130","$3,151,130","View Askew Productions,Miramax"
217,Stargate,https://www.imdb.com/title/tt0111282/,1994,7.1,42,"171,719",PG-13,1h 56min,Action,Adventure,Sci-Fi, ,28 October 1994 (USA),"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",Roland Emmerich,Dean Devlin,Roland Emmerich, ,Kurt Russell,James Spader,Jaye Davidson, , ,portal|hieroglyph|archeology|stargate|military,"$55,000,000(estimated)","$71,567,262","$196,567,262","Canal+,Centropolis Film Productions,Carolco Pictures"
218,The Crow,https://www.imdb.com/title/tt0109506/,1994,7.6,71,"162,741",R,1h 42min,Action,Drama,Fantasy, ,13 May 1994 (USA),A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,Alex Proyas,James O'Barr(comic book series and comic strip),David J. Schow(screenplay), ,Brandon Lee,Michael Wincott,Rochelle Davis, , ,back from the dead|vigilante|crime boss|gothic|star died during filming,"$23,000,000(estimated)","$50,693,129","$50,693,129","Crowvision Inc.,Edward R. Pressman Film,Entertainment Media Investment Corporation"
219,Ed Wood,https://www.imdb.com/title/tt0109707/,1994,7.8,70,"162,403",PG,2h 7min,Biography,Comedy,Drama, ,7 October 1994 (USA),"Ambitious but troubled movie directorEdward D. Wood Jr.tries his best to fulfill his dreams, despite his lack of talent.",Tim Burton,Rudolph Grey(book),Scott Alexander, ,Johnny Depp,Martin Landau,Sarah Jessica Parker, , ,director|film director|misfit|friend|hollywood,"$18,000,000(estimated)","$5,887,457","$5,887,457",Touchstone Pictures
220,Legends of the Fall,https://www.imdb.com/title/tt0110322/,1994,7.6,45,"143,384",R,2h 13min,Drama,Romance,War, ,13 January 1995 (USA),"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",Edward Zwick,Susan Shilliday(screenplay),William D. Wittliff(screenplay) (as Bill Wittliff), ,Brad Pitt,Anthony Hopkins,Aidan Quinn, , ,f word|no opening credits|violence|sex scene|sexual positions,"$30,000,000(estimated)","$66,638,883","$160,638,883","TriStar Pictures,The Bedford Falls Company,Pangaea"
221,Maverick,https://www.imdb.com/title/tt0110478/,1994,7.0,62,"99,310",PG,2h 7min,Action,Adventure,Comedy, ,20 May 1994 (USA),"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",Richard Donner,Roy Huggins(television series Maverick),William Goldman, ,Mel Gibson,Jodie Foster,James Garner, , ,yosemite national park|character name as title|playing card|bow the weapon|arrow,"$75,000,000(estimated)","$101,631,272","$183,031,272","Donner/Shuler-Donner Productions,Icon Entertainment International,Icon Productions"
222,Naked Gun 33 1/3: The Final Insult,https://www.imdb.com/title/tt0110622/,1994,6.5,63,"94,441",PG-13,1h 23min,Comedy,Crime, , ,18 March 1994 (USA),Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,Peter Segal,Pat Proft,David Zucker,4 more credits»,Leslie Nielsen,Priscilla Presley,George Kennedy, , ,neo screwball comedy|absurd comedy|sexual humor|high school|hit in the crotch,"$30,000,000(estimated)","$51,132,598","$51,132,598",Paramount Pictures
223,The Santa Clause,https://www.imdb.com/title/tt0111070/,1994,6.5,57,"91,888",PG,1h 37min,Comedy,Drama,Family, ,11 November 1994 (USA),"When a man inadvertently makes Santa fall off of his roof on Christmas Eve, he finds himself magically recruited to take his place.",John Pasquin,Leo Benvenuti,Steve Rudnick, ,Tim Allen,Judge Reinhold,Wendy Crewson, , ,santa claus character|santa claus|christmas eve|word play in title|gaining weight,"$22,000,000(estimated)","$144,833,357","$189,833,357","Walt Disney Pictures,Hollywood Pictures,Outlaw Productions (I)"
224,Clear and Present Danger,https://www.imdb.com/title/tt0109444/,1994,6.9,74,"86,924",PG-13,2h 21min,Action,Crime,Drama, ,3 August 1994 (USA),CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,Phillip Noyce,Tom Clancy(novel),Donald E. Stewart(screenplay) (as Donald Stewart),2 more credits»,Harrison Ford,Willem Dafoe,Anne Archer, , ,jack ryan character|good versus evil|cia|drugs|colombia,"$62,000,000(estimated)","$122,187,717","$215,887,717","Mace Neufeld Productions,Paramount Pictures"
225,The Hudsucker Proxy,https://www.imdb.com/title/tt0110074/,1994,7.2,53,"75,522",PG,1h 51min,Comedy,Drama,Fantasy, ,11 March 1994 (USA),A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,Joel Coen,Ethan Coen,Joel Coen, ,Tim Robbins,Paul Newman,Jennifer Jason Leigh, , ,art deco|reference to oklahoma the stage musical|neo screwball comedy|comics page|coffeeshop,"$40,000,000(estimated)","$2,816,518","$2,816,518","PolyGram Filmed Entertainment,PolyGram Filmproduktion,Silver Pictures"
226,Star Trek: Generations,https://www.imdb.com/title/tt0111280/,1994,6.6,55,"74,431",PG,1h 58min,Action,Adventure,Mystery, ,18 November 1994 (USA),"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.",David Carson,Gene Roddenberry(television series Star Trek),Rick Berman(story),4 more credits»,Patrick Stewart,William Shatner,Malcolm McDowell, , ,female empath|half human half alien|empath|human alien hybrid|captain,"$35,000,000(estimated)","$75,671,125","$118,071,125",Paramount Pictures
227,Beverly Hills Cop III,https://www.imdb.com/title/tt0109254/,1994,5.6,16,"74,215",R,1h 44min,Action,Comedy,Crime, ,25 May 1994 (USA),"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.",John Landis,Danilo Bach(character),Daniel Petrie Jr.(character), ,Eddie Murphy,Jon Tenney,Joey Travolta, , ,woman with a gun|murder of a police officer|shooting a police officer|detroit|michigan,"$50,000,000(estimated)","$42,614,912","$119,208,989","Paramount Pictures,Eddie Murphy Productions"
228,The Flintstones,https://www.imdb.com/title/tt0109813/,1994,4.9,38,"73,974",PG,1h 31min,Comedy,Family,Fantasy, ,27 May 1994 (USA),"In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.",Brian Levant,Tom S. Parker,Jim Jennewein, ,John Goodman,Rick Moranis,Rosie O'Donnell, , ,based on tv series|stone age|1000000 b.c.|reboot of series|product placement,"$46,000,000(estimated)","$130,531,208","$341,631,208","Universal Pictures,Amblin Entertainment,Hanna-Barbera Productions"
229,Street Fighter,https://www.imdb.com/title/tt0111301/,1994,4.0,Reviews320 user|84 critic,"64,583",PG-13,1h 42min,Action,Adventure,Comedy, ,23 December 1994 (USA),Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,Steven E. de Souza,Steven E. de Souza, , ,Jean-Claude Van Damme,Raul Julia,Ming-Na Wen, , ,campy|street fighter|man punches a woman|time bomb|woman punches a man,"$35,000,000(estimated)","$33,423,521","$99,431,786","Capcom Entertainment,Edward R. Pressman Productions"
230,Junior,https://www.imdb.com/title/tt0110216/,1994,4.6,59,"63,667",PG-13,1h 49min,Comedy,Romance,Sci-Fi, ,23 November 1994 (USA),"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",Ivan Reitman,Kevin Wade,Chris Conrad, ,Arnold Schwarzenegger,Danny DeVito,Emma Thompson, , ,nightmare|man wears eyeglasses|scientist|baby|pregnancy,"$60,000,000(estimated)","$36,763,355","$108,431,355","Universal Pictures,Northern Lights Entertainment"
231,Quiz Show,https://www.imdb.com/title/tt0110932/,1994,7.5,92,"63,243",PG-13,2h 13min,Biography,Drama,History, ,7 October 1994 (USA),"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.",Robert Redford,Paul Attanasio(screenplay),Richard N. Goodwin(book), ,Ralph Fiennes,John Turturro,Rob Morrow, , ,based on true story|investigation|fraud|television|1950s,"$31,000,000(estimated)","$24,822,619","$24,822,619","Baltimore Pictures,Hollywood Pictures,Wildwood Enterprises"
232,Ri¢hie Ri¢h,https://www.imdb.com/title/tt0110989/,1994,5.4,49,"62,071",PG,1h 35min,Comedy,Family, , ,21 December 1994 (USA),A rich young boy finds his family targeted in an inside job and must use his cunning to save them.,Donald Petrie,Neil Tolkin(story),Tom S. Parker(screenplay), ,Macaulay Culkin,Edward Herrmann,John Larroquette, , ,villain|head of security|mansion|gardening|eavesdropping,"$40,000,000(estimated)","$38,087,756","$38,087,756","Warner Bros.,Silver Pictures,Davis Entertainment"
233,The Specialist,https://www.imdb.com/title/tt0111255/,1994,5.6,Reviews135 user|43 critic,"61,208",R,1h 50min,Action,Drama,Thriller, ,7 October 1994 (USA),A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,Luis Llosa,John Shirley(Specialist novels),Alexandra Seros, ,Sylvester Stallone,Sharon Stone,James Woods, , ,bare breasts|bomb|sex scene|sex in shower|femme fatale,"$45,000,000(estimated)","$57,362,582","$170,362,582","Warner Bros.,Jerry Weintraub Productions,Iguana Producciones"
234,The Client,https://www.imdb.com/title/tt0109446/,1994,6.8,65,"58,079",PG-13,1h 59min,Crime,Drama,Mystery, ,20 July 1994 (USA),A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,Joel Schumacher,John Grisham(novel),Akiva Goldsman(screenplay), ,Susan Sarandon,Tommy Lee Jones,Brad Renfro, , ,boy|district attorney|reference to led zeppelin|lawyer client relationship|female lawyer,"$45,000,000(estimated)","$92,115,211","$117,615,211","Warner Bros.,Regency Enterprises,Alcor Films"
